11979070,1766711940,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0000,11425014,0.4650,-67916.00,2448.3877
11979071,1766712000,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0312,11425015,0.4650,-67916.02,2448.3877
11979072,1766712060,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0000,11425016,0.4650,-67916.00,2448.3877
11979073,1766712120,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.9688,11425017,0.4650,-67915.98,2448.3877
11979074,1766712180,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0000,11425018,0.4650,-67916.00,2448.3877
11979075,1766712240,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0312,11425019,0.4650,-67916.02,2448.3877
11979076,1766712300,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0000,11425020,0.4650,-67916.00,2448.3877
11979077,1766712360,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0312,11425021,0.4650,-67916.02,2448.3877
11979078,1766712420,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0000,11425022,0.4650,-67916.00,2448.3877
11979079,1766712480,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.9688,11425023,0.4650,-67915.98,2448.3877
11979080,1766712540,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.9375,11425024,0.4650,-67915.97,2448.3877
11979081,1766712600,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.9688,11425025,0.4650,-67915.98,2448.3877
11979082,1766712660,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0000,11425026,0.4650,-67916.00,2448.3877
11979083,1766712720,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.9688,11425027,0.4650,-67915.98,2448.3877
11979084,1766712780,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0000,11425028,0.4650,-67916.00,2448.3877
11979085,1766712840,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0312,11425029,0.4650,-67916.02,2448.3877
11979086,1766712900,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0625,11425030,0.4650,-67916.03,2448.3877
11979087,1766712960,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0938,11425031,0.4650,-67916.05,2448.3877
11979088,1766713020,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0625,11425032,0.4650,-67916.03,2448.3877
11979089,1766713080,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0938,11425033,0.4650,-67916.05,2448.3877
11979090,1766713140,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0625,11425034,0.4650,-67916.03,2448.3877
11979091,1766713200,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0312,11425035,0.4650,-67916.02,2448.3877
11979092,1766713260,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0625,11425036,0.4650,-67916.03,2448.3877
11979093,1766713320,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0938,11425037,0.4650,-67916.05,2448.3877
11979094,1766713380,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.1250,11425038,0.4650,-67916.06,2448.3877
11979095,1766713440,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0938,11425039,0.4650,-67916.05,2448.3877
11979096,1766713500,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.1250,11425040,0.4650,-67916.06,2448.3877
11979097,1766713560,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.1562,11425041,0.4650,-67916.08,2448.3877
11979098,1766713620,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.1875,11425042,0.4650,-67916.09,2448.3877
11979099,1766713680,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0200,-135932.1562,11425043,0.4650,-67916.08,2448.3877
11979100,1766713740,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0200,-135932.1250,11425044,0.4650,-67916.06,2448.3877
11979101,1766713800,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0200,-135932.1562,11425045,0.4650,-67916.08,2448.3877
11979102,1766713860,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0200,-135932.1250,11425046,0.4650,-67916.06,2448.3877
11979103,1766713920,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0938,11425047,0.4650,-67916.05,2448.3877
11979104,1766713980,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0625,11425048,0.4650,-67916.03,2448.3877
11979105,1766714040,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0938,11425049,0.4650,-67916.05,2448.3877
11979106,1766714100,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0625,11425050,0.4650,-67916.03,2448.3877
11979107,1766714160,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0938,11425051,0.4650,-67916.05,2448.3877
11979108,1766714220,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0625,11425052,0.4650,-67916.03,2448.3877
11979109,1766714280,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0938,11425053,0.4650,-67916.05,2448.3877
11979110,1766714340,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0625,11425054,0.4650,-67916.03,2448.3877
11979111,1766714400,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0312,11425055,0.4650,-67916.02,2448.3877
11979112,1766714460,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0200,-135932.0000,11425056,0.4650,-67916.00,2448.3877
11979113,1766714520,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0200,-135931.9688,11425057,0.4650,-67915.98,2448.3877
11979114,1766714580,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.9375,11425058,0.4650,-67915.97,2448.3877
11979115,1766714640,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.9688,11425059,0.4650,-67915.98,2448.3877
11979116,1766714700,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.9375,11425060,0.4650,-67915.97,2448.3877
11979117,1766714760,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.9688,11425061,0.4650,-67915.98,2448.3877
11979118,1766714820,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135932.0000,11425062,0.4650,-67916.00,2448.3877
11979119,1766714880,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.9688,11425063,0.4650,-67915.98,2448.3877
11979120,1766714940,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.9375,11425064,0.4650,-67915.97,2448.3877
11979121,1766715000,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.9062,11425065,0.4650,-67915.95,2448.3877
11979122,1766715060,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.9375,11425066,0.4650,-67915.97,2448.3877
11979123,1766715120,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0200,-135931.9062,11425067,0.4650,-67915.95,2448.3877
11979124,1766715180,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0200,-135931.8750,11425068,0.4650,-67915.94,2448.3877
11979125,1766715240,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0200,-135931.8438,11425069,0.4650,-67915.92,2448.3877
11979126,1766715300,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0200,-135931.8125,11425070,0.4650,-67915.91,2448.3877
11979127,1766715360,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0200,-135931.7812,11425071,0.4650,-67915.89,2448.3877
11979128,1766715420,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0200,-135931.8125,11425072,0.4650,-67915.91,2448.3877
11979129,1766715480,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0200,-135931.7812,11425073,0.4650,-67915.89,2448.3877
11979130,1766715540,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0200,-135931.7500,11425074,0.4650,-67915.88,2448.3877
11979131,1766715600,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0200,-135931.7188,11425075,0.4650,-67915.86,2448.3877
11979132,1766715660,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0200,-135931.7500,11425076,0.4650,-67915.88,2448.3877
11979133,1766715720,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0200,-135931.7188,11425077,0.4650,-67915.86,2448.3877
11979134,1766715780,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0200,-135931.6875,11425078,0.4650,-67915.84,2448.3877
11979135,1766715840,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.7188,11425079,0.4650,-67915.86,2448.3877
11979136,1766715900,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.7500,11425080,0.4650,-67915.88,2448.3877
11979137,1766715960,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0200,-135931.7188,11425081,0.4650,-67915.86,2448.3877
11979138,1766716020,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.6875,11425082,0.4650,-67915.84,2448.3877
11979139,1766716080,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.6562,11425083,0.4650,-67915.83,2448.3877
11979140,1766716140,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.6875,11425084,0.4650,-67915.84,2448.3877
11979141,1766716200,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.7188,11425085,0.4650,-67915.86,2448.3877
11979142,1766716260,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.7500,11425086,0.4650,-67915.88,2448.3877
11979143,1766716320,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.7188,11425087,0.4650,-67915.86,2448.3877
11979144,1766716380,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.7500,11425088,0.4650,-67915.88,2448.3877
11979145,1766716440,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.7188,11425089,0.4650,-67915.86,2448.3877
11979146,1766716500,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.7500,11425090,0.4650,-67915.88,2448.3877
11979147,1766716560,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.7812,11425091,0.4650,-67915.89,2448.3877
11979148,1766716620,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.7500,11425092,0.4650,-67915.88,2448.3877
11979149,1766716680,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.7188,11425093,0.4650,-67915.86,2448.3877
11979150,1766716740,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.6875,11425094,0.4650,-67915.84,2448.3877
11979151,1766716800,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.7188,11425095,0.4650,-67915.86,2448.3877
11979152,1766716860,BTC,2500,2500,0.4722,-9.2067,0.0117,0.0000,-135931.7500,11425096,0.4650,-67915.88,2448.3877
